6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
6763	0
9687	0
26850	0
9250	0
